Identifiant du site de comptage;Nom du site de comptage;long;lat;Lien vers photo du site de comptage;Comptage horaire
100003096;97 avenue Denfert Rochereau SO-NE;2.33338;48.83511;https://www.eco-visio.net/Photos/100003096/15765766519670.jpg;15.943913966049383
100003097;105 rue La Fayette E-O;2.350556;48.877667;https://www.eco-visio.net/Photos/100003097/15765755175990.jpg;151.15817110655738
100003098;106 avenue Denfert Rochereau NE-SO;2.33307;48.83521;https://www.eco-visio.net/Photos/100003098/13305145395420.jpg;68.32735655737704
100003099;100 rue La Fayette O-E;2.35008;48.87746;https://www.eco-visio.net/Photos/100003099/13305145634060.jpg;65.47050561797752
100006300;135 avenue Daumesnil SE-NO;2.383378;48.843435;https://www.eco-visio.net/Photos/100006300/15765762690330.jpg;73.31493340163935
100007049;28 boulevard Diderot;2.375429;48.846028;https://www.eco-visio.net/Photos/100007049/13585075886520.jpg;29.442430840163933
100036718;39 quai François Mauriac;2.377;48.83436;https://www.eco-visio.net/Photos/100036718/14997911465211.jpg;69.73844969199179
100036719;18 quai de l'hotel de ville;2.35702;48.85372;https://www.eco-visio.net/Photos/100036719/14997911938171.jpg;45.29296875
100041488;27 boulevard Diderot E-O;2.375456;48.846099;https://www.eco-visio.net/Photos/100041488/15144538460760.jpg;63.9640112704918
100042374;Voie Georges Pompidou;2.27586;48.8484;https://www.eco-visio.net/Photos/100042374/15172173000772.jpg;71.9398693647541
100044493;67 boulevard Voltaire SE-NO;2.37376;48.86149;https://www.eco-visio.net/Photos/100044493/15302602919700.jpg;168.04815573770492
100044494;10 avenue de la Grande Armée SE-NO;2.292439;48.874716;https://www.eco-visio.net/Photos/100044494/15765753078770.jpg;28.063652663934427
100044495;7 avenue de la Grande Armée NO-SE;2.29215;48.87451;https://www.eco-visio.net/Photos/100044495/15302615766480.jpg;37.56672643442623
100044506;72 boulevard Voltaire NO-SE;2.37407;48.86155;https://www.eco-visio.net/Photos/100044506/15302610479460.jpg;167.47489754098362
100047533;89 boulevard de Magenta NO-SE;2.354471;48.877686;https://www.eco-visio.net/Photos/100047533/15434006878980.jpg;201.35335553278688
100047534;16 avenue de la Porte des Ternes E-O;2.281546;48.88181;https://www.eco-visio.net/Photos/100047534/15434139958780.jpg;21.11769979508197
100047535;Pont du Garigliano NO-SE;2.26733;48.84015;https://www.eco-visio.net/Photos/100047535/15765769830640.jpg;71.73104508196721
100047536;102 boulevard de Magenta SE-NO;2.354926;48.877726;https://www.eco-visio.net/Photos/100047536/15765760456770.jpg;179.86885245901638
100047537;26 boulevard de Ménilmontant SE-NO;2.38886;48.86057;https://www.eco-visio.net/Photos/100047537/15765764447200.jpg;118.58196721311475
100047538;Face au 16 avenue de la  Porte des Ternes O-E;2.281203;48.881626;https://www.eco-visio.net/Photos/100047538/15434135164990.jpg;28.116931352459016
100047539;21 boulevard Auguste Blanqui SO-NE;2.353199;48.830449;https://www.eco-visio.net/Photos/100047539/15765761696560.jpg;36.732453893442624
100047540;72 boulevard Richard Lenoir  S-N;2.37305;48.86077;https://www.eco-visio.net/Photos/100047540/15765768106120.jpg;154.6202612704918
